koi_period,koi_impact
5.47665801,0.788
4.580346161,0.384
2.248288213,0.004
6.76690759,0.648
34.1732156,0.815
16.7364755,0.9
137.8645881,1.265
12.43929428,0.663
7.62635494,0.237
8.710442022,0.935
11.35010642,0.035
109.4450597,0.149
7.56052209,0.022
12.12401737,0.029
9.38740646,0.946
7.41556471,0.434
24.2101973,0.45
23.8990075,0.153
6.22161107,0.838
6.17998508,0.175
1.569066598,0.097
9.59068586,0.359
7.03932913,0.956
49.6075771,0.764
16.84183355,0.688
7.340714946,0.568
12.55111099,0.519
3.003879547,0.338
24.0884178,0.376
12.75800092,0.011
5.47033376,0.074
6.51112385,0.882
23.85163321,0.88
2.714078374,0.868
122.8799543,0.872
4.88753111,0.147
6.14728341,0.188
2.800111267,0.806
34.3511339,0.88
3.413036353,0.046
3.00725068,0.897
4.194496867,0.863
6.35585682,0.912
1.970340203,0.859
5.05821338,1.004
26.85323647,0.01
25.0985083,0.814
34.2685741,0.677
5.75321539,0.921
5.50860699,0.879
18.93055119,0.583
42.94386258,1.285
22.06402,0.941
5.756245244,0.888
148.4601819,0.808
0.934885365,0.731
25.7626846,0.327
11.0317836,0.405
4.12511935,0.253
4.22464216,0.913
13.12162167,0.807
49.6220669,0.939
8.08801663,0.744
11.55103848,0.493
4.469754641,0.494
15.77382794,0.035
6.56226483,0.643
20.67876365,0.665
50.79034648,0.058
9.59993246,0.063
2.0248205,0.248
201.118319,0.001
24.7577652,0.896
12.7983174,0.738
10.13200555,0.03
38.505224,0.654
4.6126736,0.755
8.67890312,0.203
39.3135699,0.006
5.94565516,0.229
1.52373073,0.942
4.225384543,0.074
60.0853848,0.79
43.0343364,0.882
46.2991052,0.025
88.6440015,0.724
35.01190875,0.927
16.57099265,0.55
16.00496657,0.013
1.954525966,0.673
15.09521323,0.537
7.23400381,0.032
6.77408984,0.026
20.17202467,0.334
26.41044199,0.674
8.27745764,0.261
14.37504582,0.927
6.31219171,0.018
147.97391,0.034
13.24503482,0.498
77.2550726,0.837
3.85690686,0.466
116.3311739,0.032
86.049055,0.2597
6.31943553,0.775
12.20951755,0.779
3.07644709,0.708
2.11913005,0.67
68.958447,0.821
18.79591276,0.695
47.76397728,0.537
63.0380366,0.021
9.69315023,0.734
8.48031229,0.951
56.1886436,0.873
6.92101452,0.771
3.27344784,0.44
15.3789014,0.359
134.4785189,0.924
5.007414194,0.926
24.68662378,0.643
98.7179332,0.588
71.52543938,0.066
17.50441726,0.006
1.72086129,0.725
56.4349933,0.019
33.7888028,0.078
3.215109385,0.954
3.29276797,0.663
13.72710334,0.025
24.3110031,0.146
9.34145925,0.455
4.97760447,0.474
21.1285655,0.36
24.4851178,0.987
7.51854537,0.13
86.7490807,0.003
25.96190067,0.02
130.3543929,0.675
1.855557556,0.554
3.261759866,0.949
3.364425589,1.597
16.78175788,0.502
105.3035093,0.027
2.549562652,0.047
13.96950181,0.901
5.21230171,0.187
17.76076524,0.627
10.55840479,0.31
20.92735802,0.991
6.98800953,0.024
105.3582299,0.75
22.8245144,0.279
49.1011093,0.52
7.05675145,0.631
34.8536903,0.493
2.41434868,0.221
2.466070972,1.223
4.30656389,0.894
12.96471775,1.282
1.731079436,1.404
7.794302043,1.06
14.5324483,0.001
5.248667607,0.847
7.96431492,0.189
92.7297248,0.857
1.485710994,0.105
30.5231459,1.06
71.3116598,0.035
28.78270955,0.002
15.44428875,1.275
1.411230023,0.851
96.9151707,0.541
13.47472742,0.025
2.29503515,0.16
27.495634,0.664
14.08826442,0.133
3.905081685,0.131
110.9643706,0.729
4.539297295,0.83
6.94135824,0.871
17.27629668,0.085
31.7821117,0.17
4.36273233,0.732
18.6848377,0.405
7.41634701,0.476
9.91724268,0.786
82.5341188,0.033
20.16037858,0.941
10.99470891,0.265
6.73679732,0.537
124.0358994,0.075
1.194812329,0.404
10.84969477,0.55
12.18420006,0.746
3.76417012,0.287
5.92972237,0.048
12.2476121,0.116
13.59051547,0.232
46.8776724,0.834
89.1935737,0.015
13.09390911,0.86
4.915385452,0.484
87.455958,1.262
0.805259257,1.245
9.76785911,0.916
40.80957343,0.949
22.08551599,0.656
1.151166776,0.029
4.693305543,0.23
3.246732048,0.475
8.3606759,0.259
62.1385979,0.699
17.1181036,0.4346
8.29482811,0.932
26.635216,1.242
17.84850835,0.849
26.1363443,0.187
11.1895709,0.541
2.757977384,0.875
18.6928606,0.116
14.80075082,0.367
3.126861192,0.603
87.24250316,0.884
10.24061136,0.786
16.87725775,0.516
12.05705659,0.548
28.26727385,0.01
3.770590654,0.24
2.7073064,0.007
23.11707222,0.807
4.77502117,0.518
66.4159789,0.371
8.0103929,0.045
5.69590202,0.049
27.6666375,0.519
5.19559398,0.054
57.2488518,0.022
37.0551726,0.884
16.33269981,0.893
10.05550267,0.061
9.30413878,0.488
4.33722007,0.053
1.653889476,0.226
150.8783198,0.022
3.553831111,0.74
1.6783263,0.91
5.65378163,0.439
5.99185827,0.905
120.0183551,0.58
14.30517579,0.924
9.18189122,0.971
2.64622742,0.478
2.935362067,0.86
13.53953595,0.219
22.7082375,0.032
7.97033985,0.107
5.33459393,0.158
8.49640437,0.628
66.1843646,0.877
2.032318856,0.009
65.18703725,0.537
3.62275506,0.007
2.892216772,0.806
187.746606,0.015
2.543063763,0.215
3.177414601,0.786
2.168451063,0.207
37.8154157,0.533
53.5783052,0.769
6.69332825,0.952
33.1362861,0.791
7.72513619,0.954
10.71253475,0.72
32.5635249,0.371
12.19140405,0.091
6.11784972,0.391
3.97599629,0.331
7.68478504,0.045
0.990516282,0.989
15.0447098,0.022
29.0726293,0.682
1.118547814,0.221
6.42199919,0.281
9.75374033,0.295
81.3153052,0.013
51.3283527,0.582
19.7919389,0.954
26.8475962,0.457
62.8917493,0.632
14.87149773,0.018
2.732767897,0.748
119.8401019,1.269
9.61375316,0.604
6.6254781,0.2113
29.9685917,0.282
33.2407985,0.231
2.97600846,0.715
15.18727049,0.839
28.6853212,0.922
0.588001053,0.403
85.7357202,0.033
1.078389713,0.846
5.03728033,0.96
3.289726319,0.052
7.18644594,0.892
15.94248453,0.022
41.0081117,0.878
11.55562042,0.874
12.2885046,0.632
17.13263125,0.298
19.0231361,0.698
4.57948235,0.055
1.003931703,0.023
0.614083885,0.106
55.8224775,0.031
1.34145255,0.68
6.11010439,0.284
4.286866229,0.757
10.27380957,0.125
13.39155154,0.539
5.62904396,0.237
8.2562857,0.816
12.33087921,0.011
4.421566535,0.869
15.72585941,0.122
1.252753881,0.4
13.36019864,0.534
76.957056,0.638
14.97974335,0.93
6.7445683,0.1199
33.35859852,0.937
8.84784273,0.047
9.98970266,0.005
5.63252508,0.455
1.442592305,0.207
14.17222858,0.869
4.92031063,0.242
56.4931698,0.707
13.82142084,0.904
2.30367952,0.964
5.78387049,0.227
11.08507658,0.819
0.571038347,0.876
8.77425786,0.917
4.51005082,0.115
37.6468519,0.008
29.4557841,0.018
12.46600444,0.209
2.361724472,0.009
34.7630543,0.731
20.0545282,0.939
3.17059731,0.793
27.0142622,0.009
12.50945798,0.626
26.0203329,0.704
0.769854899,0.705
6.89226333,0.061
8.07127043,0.271
11.01819178,0.883
30.9505927,0.958
6.3143447,0.0584
78.7327023,0.956
3.979867514,1.216
42.3375799,0.947
23.3593589,0.94
9.69310837,0.534
24.2598301,1.244
116.5214317,1.26
0.813166357,0.06
10.86062378,0.261
24.08632177,0.802
1.834277283,0.381
17.40208965,1.216
37.9456138,0.263
1.141877248,0.598
5.77675928,1.272
24.1738244,0.251
5.186737262,0.825
1.151244686,1.387
1.217000383,0.028
13.6823798,0.595
2.42088277,0.227
8.79618433,0.05
16.85592593,0.038
14.36270451,0.272
69.8956789,0.872
6.24667547,0.877
2.344512589,0.803
5.766165573,0.017
18.3027235,0.742
2.888904439,0.77
17.14648756,0.918
16.09227518,0.932
38.103908,0.987
62.7843981,0.272
91.500873,0.032
44.2993483,0.614
3.13877646,0.436
5.24242029,0.863
35.9682692,0.883
25.3690868,0.845
6.89213244,0.541
42.3006282,0.269
0.838597429,1.274
55.1866213,0.225
1.728528176,0.787
14.97436238,0.092
3.97076603,0.775
2.352273912,0.095
22.0425953,1.191
23.34036251,0.25
37.8034121,0.968
15.03366411,0.01
131.485184,0.578
16.2908527,0.105
106.247882,0.586
8.508333104,0.004
12.94123564,0.028
5.349791,0.867
147.281212,0.474
5.26211833,0.71
12.1628195,0.971
23.5541012,0.536
41.6977582,0.018
4.79029482,0.46
38.6715843,0.773
8.32651854,0.782
5.53533152,0.051
16.7261969,0.496
21.58752788,0.009
3.757294695,0.586
3.2828024,0.159
4.64495172,0.301
16.6671415,0.444
16.48686712,1.198
2.685054445,0.762
16.8600805,0.682
1.54320541,0.217
49.5004725,0.162
6.47539108,0.486
16.85825609,0.763
3.132604547,1.251
2.949029106,0.044
37.8658964,0.18
8.30865307,0.333
11.93205399,0.123
7.54235832,0.318
5.02818253,0.3
1.897828815,0.227
10.62788695,0.473
34.135676,0.087
1.104462494,0.151
4.89336495,0.218
11.17392077,0.025
31.0325991,0.611
0.512407185,0.301
4.150297119,0.971
5.89661966,0.039
33.4178173,0.913
2.053341891,0.966
56.7769831,0.703
18.78429232,0.658
3.61460279,0.516
13.15140223,0.872
18.5084526,1.258
7.47763833,0.012
42.1918331,0.067
3.73090026,0.822
86.130534,0.072
2.787874175,0.153
37.9962369,0.023
8.46354384,0.387
17.23232894,0.395
28.5057217,0.695
53.5991459,0.658
16.4581861,0.108
191.864193,0.537
13.72549689,0.537
176.331289,0.2455
0.693842661,0.195
83.4887405,0.42
34.0607677,0.786
6.2141496,0.403
31.5888979,0.194
59.9809868,0.918
25.7457957,0.661
11.92979348,0.003
17.65737838,0.8277
4.3394569,0.821
2.852348262,0.295
65.6480892,0.949
102.653705,1.184
14.83340944,0.399
0.987338654,0.002
101.1323475,0.057
1.811460943,0.971
16.07673148,0.108
18.87058705,0.878
22.1334224,0.025
17.1369408,0.03
26.6951944,0.136
7.72085047,0.963
6.312508525,0.029
4.19577385,0.521
7.1329472,0.612
8.91901228,0.619
4.5620407,0.925
7.5966998,0.725
2.392630668,0.909
17.6700291,0.932
15.40877383,0.537
108.593113,0.007
19.9865916,0.962
12.12580644,0.805
76.421501,0.015
56.2590881,0.026
1.646801683,0.129
3.78861833,0.183
10.45839865,0.009
21.1033014,0.125
95.6114617,0.046
58.35512552,0.537
1.204686597,0.328
11.8984948,0.836
23.1274171,0.737
5.132486123,0.217
8.77997349,0.481
10.66489514,0.308
5.1233204,0.308
3.573202801,0.053
61.6174528,0.091
24.3398202,0.928
1.755843555,0.893
5.18560081,0.012
33.4698571,0.876
11.89520436,0.067
1.025857984,0.779
5.60013327,0.046
25.2034128,0.168
1.615357809,0.931
5.640676975,0.033
25.5638626,0.85
6.78341325,0.665
12.7945474,0.18
42.4269647,0.962
1.434745129,0.108
6.95787,0.1686
3.28192056,0.223
12.51610549,0.023
5.45298742,0.879
3.26662733,0.623
4.45743267,0.175
2.81814715,0.305
9.4907638,0.3638
0.76196247,0.322
1.824649,0.901
2.832647249,0.374
3.70063251,0.71
3.93083997,0.222
7.63008196,0.628
16.22378479,0.413
9.76293284,0.499
58.601926,0.392
25.0823402,0.865
78.0998908,0.528
4.27103727,0.02
4.27226421,0.744
2.19251903,0.616
3.53232429,0.299
15.03946326,0.902
10.44087398,0.914
39.7557642,1.219
10.27127527,0.046
12.5722897,0.252
40.8366307,0.363
11.7761073,0.829
29.7123181,1.202
20.6180348,0.155
19.9401211,0.862
22.2420032,0.897
3.88148385,0.252
0.577369336,0.032
186.6543548,0.537
12.72037026,0.787
86.59322294,0.537
11.96407399,0.903
2.493237866,0.975
68.8861017,0.241
9.99115241,0.691
4.267961416,0.255
36.292017,0.002
0.925589891,0.616
17.25121397,0.749
1.867281146,1.252
9.30991834,0.551
18.1209388,0.108
3.23941775,0.386
3.98864999,0.355
2.524017517,0.077
25.1123362,0.007
2.121023807,1.0045
33.18089453,0.537
3.55557922,0.269
31.2012202,0.714
22.5968256,0.062
45.3486381,0.847
5.25419589,0.007
5.90608902,0.025
13.81504449,0.868
12.4128518,0.711
3.92453009,0.112
11.60653061,0.024
2.66831274,0.333
23.4772553,0.013
66.5576728,0.254
2.01948607,0.977
3.04468229,0.623
15.05028313,0.3125
2.455240626,0.144
9.08233411,0.262
0.790539912,0.008
0.532086296,1.199
47.7052566,0.918
6.238535444,0.008
86.829519,0.953
9.95667035,0.949
10.41728722,0.12
0.663085361,0.841
19.1187425,0.74
1.08749101,0.979
1.183818383,0.17
3.543919702,0.022
8.28157072,0.042
0.82628442,0.28
6.37705295,0.234
8.83929462,0.924
0.631795416,0.433
7.56126152,0.253
34.9897847,0.034
7.05429483,0.48
2.27050106,0.473
26.7838935,0.036
45.126216,0.49
11.94019101,0.348
3.51295674,0.499
6.73808701,0.148
7.57571414,0.413
4.76887671,0.654
1.347512632,1.252
0.512581697,0.283
12.07760884,0.264
18.55581565,0.073
13.33094869,1.199
6.38315744,0.029
27.52194772,0.35
16.1289679,0.968
13.5631157,0.704
16.2959916,0.213
4.16056658,0.069
2.93101771,0.523
39.79220077,0.019
16.2276756,0.633
1.595630597,1.21
14.8200596,0.059
20.49041,0.011
0.962827066,1.079
8.679037,0.224
11.1296971,0.572
2.7296036,0.509
3.11604194,0.195
12.7372371,0.364
40.0306267,0.322
0.679336747,0.209
213.6103207,0.977
170.8658492,0.684
21.47642727,0.006
17.5509742,0.2023
88.5122014,0.242
10.21507506,0.1
8.3806973,0.5317
31.0572947,0.335
15.1622287,0.959
10.04378351,0.953
7.10397925,0.192
4.5513988,0.248
10.91274065,0.685
12.2141545,1.175
3.732261,0.4
3.03267135,0.238
5.34182466,0.07
2.131945045,0.209
12.9462567,0.109
5.77957133,0.946
6.77367892,0.228
5.22402436,0.12
11.6601667,0.983
89.465468,0.931
18.0161227,0.023
40.8777605,1.262
6.80243431,1
84.5733346,0.024
21.30181863,0.086
4.14789051,0.878
15.92108138,0.972
19.0054098,1.228
1.96433113,0.16
2.81043228,0.351
0.968527683,0.941
11.7489907,0.1228
175.603366,0.952
3.849371737,0.915
0.366197145,0.319
4.164384505,0.59
2.10433534,0.872
28.8431751,0.913
1.378649746,0.099
1.112207126,0.402
64.034363,0.985
1.303576682,0.08
1.958577398,0.59
5.19103699,0.117
4.86638504,0.176
4.79176993,0.372
25.1933989,0.679
0.759762021,1.183
4.790912471,0.969
6.49441464,0.911
2.576571021,0.187
28.4750006,0.835
14.7966306,0.182
11.25401871,0.603
9.18244299,0.257
14.6134781,0.086
119.682075,1.259
42.9923284,0.643
6.88341278,0.083
4.593595496,1.147
197.5111484,0.814
11.1726723,0.504
2.53573284,0.054
6.79164656,0.121
11.8376933,0.557
18.5525162,0.78
47.3659328,1.085
13.3669309,0.4064
1.045492348,0.708
4.86634094,0.895
5.60402307,0.8
13.0313583,0.813
40.9905002,0.048
57.2932309,0.021
8.00504749,0.054
12.13070414,0.083
29.2254372,0.384
1.33255087,0.415
40.8792243,0.79
18.8262877,0.198
13.9034057,0.871
3.41045981,0.971
4.76702759,0.077
13.62801048,0.927
53.3580444,0.905
16.83203175,0.533
13.37499553,0.045
4.35370136,0.535
134.96694,0.0156
1.385787741,0.35
12.02295362,0.965
16.79716262,0.899
18.59611518,0.014
5.77440326,0.425
2.622134451,0.664
11.47685263,0.07
73.711039,0.284
14.43348326,1.185
40.0088894,1.16
6.35705314,0.023
6.58738839,0.523
0.759706632,0.52
4.37033233,0.093
1.530515205,0.882
1.08070294,0.688
4.74254518,0.051
18.13559979,1.194
51.20690303,0.537
3.70429015,0.001
37.3331165,0.851
17.6997392,0.105
7.9709719,0.911
6.03355539,0.35
3.02558494,0.839
0.933746783,0.007
6.09740316,1.2051
0.754457729,0.677
2.7612237,0.238
5.59727625,0.403
62.6825769,1.095
50.5715805,0.074
16.2707207,1.187
2.032319072,0.133
4.100870416,0.938
4.35407371,0.734
11.32269749,0.951
13.71218522,0.68
12.14684625,0.687
7.46718958,0.486
5.42204257,0.94
48.8882668,0.988
51.1319346,0.829
133.516435,0.6285
39.8312536,0.24
9.549277089,0.068
24.1073172,0.693
17.60461401,0.715
1.228721184,0.208
51.5738653,0.275
4.69505576,0.204
0.569115976,0.068
7.258450123,0.05
6.0959841,0.657
22.9221181,0.603
16.10474503,0.224
7.42697378,0.337
0.874629873,0.665
5.46091846,0.4
3.17323012,0.085
13.2970695,0.03
5.398752862,0.015
5.26648126,0.403
2.67596808,0.115
7.41683033,0.873
0.727331746,0.153
1.302017467,0.286
8.63050092,0.595
12.49117388,0.747
3.27645723,0.001
16.0573291,0.883
8.44326557,0.42
4.60300256,0.072
16.9329284,0.319
12.00089667,0.595
1.169010526,1.13
1.916940872,0.405
5.05661302,0.616
131.187921,0.069
2.17489806,0.76
25.8859397,0.922
28.6253502,0.021
6.98141327,0.699
1.319677953,0.62
8.94337724,0.163
0.827151296,0.281
12.28299829,0.047
6.383159135,0.197
5.57654782,0.45
115.6863392,0.226
3.81371423,0.306
38.0970717,0.953
11.6191707,0.059
2.637574744,0.909
38.2292037,0.571
16.3012727,0.88
13.32354078,0.225
2.607545159,0.206
3.24417541,0.761
176.845697,1.4653
6.85567248,0.479
2.28607282,0.059
9.60505976,0.54
3.54789928,0.325
18.0243482,0.57
16.4793229,0.263
3.65690909,0.217
88.0712769,0.347
8.38395796,0.892
1.68189051,0.415
8.59000355,0.909
44.9977604,0.928
7.12815163,0.201
2.10081629,0.979
0.872952088,1.1
7.01074295,0.427
17.2922631,0.865
94.289223,0.613
14.02634692,0.877
12.42586643,0.977
25.5433704,0.44
33.8542586,0.1881
45.0909201,0.957
15.0539886,0.886
3.67936863,0.885
7.4464635,0.531
159.388788,0.109
1.565412613,0.003
5.14892346,0.719
0.730943372,0.792
0.515552803,1.128
2.522590567,1.261
6.73968289,0.662
41.74598855,0.049
75.378004,0.989
213.258526,0.037
100.2830675,0.535
4.871223664,0.706
2.984157711,0.45
2.8867624,0.92
0.498434645,0.288
2.252976718,0.157
2.75505467,0.738
1.572181216,1.149
2.72288246,0.08
1.574090323,0.071
0.947738312,0.022
13.7872627,0.921
14.4359459,0.613
5.95958637,0.26
16.6146221,0.017
0.497581917,0.328
5.83892993,0.319
2.279523364,0.033
12.2854718,0.291
3.09756897,0.408
58.0337426,0.021
14.4252635,0.013
26.6757818,0.713
0.868386354,0.135
11.8288843,0.2658
14.7512034,0.8759
1.480323978,0.617
205.385912,0.008
6.88707073,0.696
165.75597,98.6021
1.11431205,0.141
3.42064689,0.92
1.23935745,0.932
0.675650404,0.03
1.407020118,0.167
24.4359956,0.019
17.7337356,0.514
10.06478627,0.729
1.12976597,0.338
16.23191704,0.017
15.4126766,0.958
1.110599919,0.214
21.86965714,0.557
9.02436414,0.014
17.3408735,0.489
0.814280672,0.701
0.878855771,0.41
2.49432176,0.069
17.57704569,1.25
1.00652785,0.467
1.99566293,0.564
0.755111225,0.694
1.400755743,0.413
25.8730914,0.196
20.2642023,0.914
1.28132831,0.926
7.44136102,0.862
99.2532336,0.947
3.84933401,0.591
119.0833042,1.257
27.8813154,0.168
6.4802138,0.725
7.50790041,0.795
21.3910125,0.347
14.3832267,0.7
47.3186631,0.189
11.12827427,0.594
2.21571296,0.796
34.4585495,0.626
3.35184041,0.091
1.615758517,0.234
110.3783828,0.014
3.4462125,0.704
2.005414293,0.874
4.28886792,0.534
1.868564038,0.456
24.5752524,0.489
15.1408916,0.136
11.39169531,0.849
10.1747037,0.726
2.44358543,0.258
1.7592691,0.564
2.226496196,0.048
5.72084599,0.166
0.962864171,0.736
16.23847733,0.766
4.76831033,0.191
44.616751,0.618
1.714410345,0.56
3.40165617,0.906
14.00948631,0.268
1.703359172,0.152
3.77881664,0.628
1.311558909,0.218
1.291233083,0.2
10.57375145,0.785
3.7847507,0.021
2.17291055,0.362
18.2206024,0.125
7.35101287,0.608
47.4497134,0.016
0.929906166,0.102
0.784513087,0.029
4.11585514,0.807
6.57159435,0.751
33.878639,0.923
27.5722144,0.562
2.12821621,0.098
0.703399912,0.393
2.5355023,0.965
0.868122253,0.006
1.332560553,0.37
18.936061,0.285
10.65275054,0.051
3.30040818,0.008
5.62950902,0.974
13.84301228,0.052
24.2758992,0.441
54.4099612,0.157
9.12209336,1.236
19.94752741,0.094
13.84984567,0.012
6.12479773,0.79
11.24284815,0.52
4.02877097,0.193
8.92114318,0.12
7.81285862,0.03
18.01164974,0.924
0.916142298,0.232
0.597933473,0.562
2.69636494,0.628
6.99205021,0.944
12.0999065,0.14
5.36375016,0.008
3.17319407,0.211
5.24368302,0.006
5.1952021,0.604
0.591280187,0.395
31.6084371,0.022
16.1558656,0.973
1.465943491,0.211
28.45489091,0.5
1.952711161,0.962
0.620739667,1.158
0.587470828,1.161
0.934924739,0.309
25.7054557,0.722
2.37752442,0.256
2.62838097,0.087
1.877878538,0.248
35.3331932,0.656
15.0896415,0.02
5.30873978,0.173
3.89524296,0.224
0.740926358,0.202
75.8580035,0.935
7.72768833,0.203
37.3033197,0.908
10.16435076,0.915
14.8877665,0.795
4.52158614,0.203
2.007750531,0.42
7.03146295,0.014
54.2811949,0.85
0.596087893,0.283
12.58229808,0.044
7.12684695,0.71
0.661749944,1.169
354.95118,0.0405
1.35477049,0.24
0.493393859,0.961
11.95401876,0.744
2.48883033,0.696
20.2340219,0.249
0.88184263,0.454
5.448321078,0.614
1.116127169,0.648
195.613824,0.891
237.787237,0.947
3.833087643,0.932
9.37663713,0.828
5.62006198,0.969
3.8259005,0.951
0.558841234,0.307
9.33648141,0.901
76.6139446,0.851
0.698461304,0.459
1.545388842,0.341
1.289590179,0.401
0.634003002,0.367
22.8030252,0.291
0.623441939,1.027
5.24364571,1.201
110.7556272,0.917
4.15743922,1.242
14.4079035,1.226
135.4978256,0.804
22.2508509,0.771
8.53161917,1.118
0.526615152,0.028
0.690405794,0.281
10.10773789,0.151
1.844857057,0.594
18.0116764,0.683
33.67280658,0.309
3.00912491,0.009
79.2450351,0.001
4.44589508,0.704
2.023126394,0.391
10.63609504,0.029
10.3108232,0.129
1.069842837,0.001
1.077467951,1.181
126.4451275,0.046
2.8736467,0.985
2.846517614,0.931
211.032819,0.808
1.716828304,0.7
0.755103143,0.662
20.71927223,0.744
11.87457664,0.432
109.6469948,0.797
15.64588656,0.033
0.93375241,0.989
1.70336496,0.508
0.764174368,0.626
1.85373924,0.551
7.06321927,0.56
0.584310213,1.209
25.384175,0.245
15.79196594,0.032
5.77207177,0.018
46.151253,0.688
12.81590421,0.58
79.99623328,0.594
5.424749327,0.016
165.3447044,0.917
3.606940379,0.857
69.2002312,1.276
6.26404774,0.232
23.1985852,0.305
5.77721259,0.692
0.905037231,0.323
59.4969009,0.406
10.61345333,0.535
48.6303805,0.034
40.5289885,0.325
0.571940563,0.792
0.633514386,0.231
17.4166143,0.489
16.3583482,0.887
36.0054414,0.745
97.4463194,0.063
1.257689465,0.197
4.081411554,0.876
11.41941928,0.918
6.83440674,0.871
174.636181,0.04
24.4004378,0.909
4.029810359,0.45
1.287622419,0.819
0.935115863,0.243
3.57551429,0.462
1.791877025,0.403
136.205112,0.49
6.30922043,0.118
2.94194296,0.03
145.881936,0.325
1.146934644,0.405
1.245353252,0.528
82.2001239,0.001
15.3626052,0.25
0.843379985,0.696
6.56606941,0.687
10.49566303,0.16
2.50343279,1.178
96.4562198,0.775
44.5643831,0.851
1.34155642,0.259
8.48299282,0.564
0.665025941,0.448
234.635652,0.025
253.374581,0.028
13.32191461,0.784
7.69994466,0.018
4.77466043,0.03
29.39337161,0.512
2.164570593,0.338
12.4258343,0.967
0.873227249,0.14
2.88878583,0.242
5.06092282,0.944
7.37453336,1.139
87.9724227,0.015
0.568874717,0.05
0.910020582,0.79
22.023514,0.934
1.07808492,0.287
56.5732318,0.942
1.846861455,0.48
3.568099612,0.531
132.9955503,0.703
6.002548291,0.914
11.44865823,0.824
24.85466504,0.746
60.92818866,0.009
8.512037736,0.005
5.93720557,0.976
5.93719982,0.748
3.247548814,0.31
14.02245146,0.189
2.442945167,1.217
1.312459403,0.732
11.1916199,0.895
2.99792926,0.403
60.8660974,0.004
2.11547854,0.755
174.731515,0.021
5.54867998,0.095
1.22174063,0.004
2.163569702,1.116
3.48412874,0.106
13.74883059,0.658
0.858546796,0.241
5.518195,0.243
4.603575293,0.246
24.30784323,0.425
19.67409703,0.914
3.487688776,0.026
81.737872,0.02
75.1122132,0.838
31.57865122,0.04
110.3216727,0.715
5.88527364,0.622
1.086486129,0.524
3.76562031,1.193
3.61460332,0.026
8.45744892,0.494
2.46288834,0.256
3.82223397,0.725
17.067644,0.106
5.78542702,0.163
29.6099055,0.984
3.42390809,0.213
5.21104597,0.833
35.5969684,0.895
1.633107509,0.35
66.1544958,0.8526
11.57890926,0.359
10.10463142,0.571
42.88247951,0.391
9.43414171,0.538
22.95062278,0.748
498.391282,0.959
125.6291479,0.471
45.1178526,0.97
4.17939037,0.317
10.9192653,0.434
0.803835923,0.447
2.76263737,0.46
11.9216035,0.929
6.80257947,0.889
8.70312154,0.886
1.332557603,1.174
11.32029599,0.914
26.723169,0.035
16.39926461,0.115
18.73577127,0.785
8.43639829,0.51
13.78109471,0.545
23.08902241,0.32
6.02977241,0.379
135.1879934,0.023
172.7046083,0.004
988.8811177,0.1667
44.14599042,1.902
1.411627439,0.853
19.27082584,0.169
5.05368985,0.53
13.1829329,0.016
3.51575492,0.061
87.5177787,0.983
14.0498182,0.569
14.2563272,0.894
4.21223579,0.97
8.589562,1.138
10.31282204,0.061
35.58349688,0.001
15.77111067,0.009
157.0659976,0.004
7.305706326,0.826
38.90787517,0.6883
1.951082219,0.925
1.59295975,0.0779
4.94402197,1.157
6.71725648,0.163
23.1375919,0.429
6.07032548,0.454
1.33256952,0.463
18.9763286,0.922
6.34724702,0.739
7.19552624,0.593
7.36272124,0.253
10.6761592,0.403
4.48494315,0.3
4.32848303,0.367
22.20809549,0.017
38.5833679,0.905
46.15119482,0.904
5.32737192,0.3554
4.79179893,1.209
2.426304127,0.694
4.780327581,0.952
3.741231778,0.25
1.168310132,0.107
25.9525478,1.228
33.4160553,0.947
12.6119685,0.709
7.64809462,0.265
0.636424848,0.319
8.55935323,0.744
31.0209175,0.881
21.3419702,0.537
2.118893997,0.019
2.46050095,0.052
7.49133777,0.013
5.8660127,0.539
23.9107056,0.398
23.83680888,1.008
4.62334491,0.388
5.888835386,6.217
5.83599485,0.129
1.089077863,0.778
7.86335883,0.995
8.0970583,0.959
6.337614357,0.972
3.900140077,1.205
5.0800579,0.636
13.14496741,0.591
16.09196369,0.546
161.239891,0.946
5.4654174,0.301
1.4951513,0.974
20.3504704,0.192
6.06664931,0.902
2.184437698,0.035
33.69320154,0.379
4.13592927,0.168
8.05337912,0.035
15.2311195,0.192
23.6272223,0.711
8.97349999,0.56
108.546946,0.055
3.254277742,0.303
91.3514816,0.008
2.250826647,1.221
31.1588249,0.029
0.436282594,1.269
76.7324556,0.462
13.89963233,0.777
6.14955931,0.368
4.8099878,0.2
5.08288076,0.389
31.0259489,0.153
3.08942807,0.65
44.8702042,0.436
4.45342418,0.569
2.21396685,0.017
9.705693,0.941
21.2360024,0.205
8.31377304,0.002
8.58969597,1.197
7.97420583,0.128
1.88899036,0.011
18.68405716,0.858
21.41624083,0.081
12.28351275,1.224
4.72674037,0.657
6.77449545,1.178
14.59150445,1.21
27.6776801,0.933
0.605223042,0.109
25.5172744,0.322
4.73292061,0.121
22.4765952,0.176
1.242639742,0.152
25.503628,0.953
14.8638496,1.006
5.65245733,0.889
10.9294815,0.197
0.536650319,0.61
5.45849914,0.65
13.28536452,0.774
46.56675437,0.87
19.5148412,0.742
15.4130812,0.372
4.82051088,0.922
6.09595681,0.685
13.2511214,0.231
11.682369,0.6987
